,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5919,Yes,Male,0,No,No,4,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,Yes,Fiber optic,No,No,No,No,No,No
5920,No,Female,0,No,No,11,One year,No,Mailed check,20.0,211.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5921,No,Female,0,Yes,No,62,Two year,No,Mailed check,113.95,6891.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5922,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,No,Fiber optic,No,No,No,No,No,Yes
5923,No,Male,0,No,No,9,Month-to-month,Yes,Electronic check,94.05,811.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5924,No,Female,1,No,No,71,Two year,No,Bank transfer (automatic),104.05,7413.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5925,No,Male,0,Yes,No,58,One year,No,Credit card (automatic),100.35,5681.1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5926,No,Male,0,No,No,72,Two year,No,Bank transfer (automatic),24.75,1777.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5927,No,Female,0,No,No,10,Month-to-month,No,Mailed check,45.25,428.7,Yes,No,DSL,No,No,No,No,No,No
5928,No,Female,0,No,No,19,Month-to-month,Yes,Electronic check,56.2,1093.4,Yes,No,DSL,No,No,No,No,No,Yes
5929,No,Male,0,Yes,Yes,59,One year,No,Credit card (automatic),76.75,4541.9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5930,No,Male,0,No,No,54,Month-to-month,Yes,Mailed check,69.9,3883.3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
5931,Yes,Female,1,No,No,4,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5932,No,Female,0,Yes,No,42,Two year,No,Electronic check,25.25,1108.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5933,No,Male,0,Yes,Yes,48,Two year,No,Credit card (automatic),111.8,5443.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5934,No,Female,0,No,Yes,43,Month-to-month,Yes,Electronic check,63.95,2737.05,Yes,No,DSL,Yes,Yes,No,No,No,Yes
5935,No,Male,0,Yes,Yes,68,Two year,Yes,Credit card (automatic),88.85,6132.7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5936,No,Female,0,No,No,12,Month-to-month,Yes,Electronic check,79.8,1001.2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5937,No,Male,0,Yes,No,38,Two year,Yes,Bank transfer (automatic),60.0,2193.2,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes
5938,No,Male,1,Yes,No,14,Month-to-month,Yes,Electronic check,75.1,1013.35,Yes,Yes,Fiber optic,No,No,No,No,No,No
5939,No,Male,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),106.3,7565.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5940,No,Female,0,Yes,Yes,11,Month-to-month,No,Electronic check,50.55,565.35,No,No phone service,DSL,Yes,No,No,No,Yes,Yes
5941,No,Male,0,No,No,17,One year,No,Mailed check,56.1,946.95,Yes,No,DSL,Yes,Yes,No,No,No,No
5942,No,Female,0,No,No,10,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
5943,Yes,Male,0,No,No,4,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,Yes,Fiber optic,No,No,No,No,No,No
5944,Yes,Male,1,Yes,No,39,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5945,Yes,Male,1,No,No,23,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5946,No,Male,0,Yes,Yes,9,Month-to-month,Yes,Electronic check,101.5,906.85,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
5947,No,Male,0,Yes,Yes,4,Month-to-month,Yes,Mailed check,69.55,284.9,Yes,No,Fiber optic,No,No,No,No,No,No
5948,No,Female,0,Yes,Yes,36,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5949,No,Female,0,No,No,6,One year,Yes,Mailed check,49.25,255.6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes
5950,No,Female,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),84.9,6065.3,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5951,Yes,Female,0,No,No,7,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5952,No,Female,0,Yes,Yes,56,Two year,No,Mailed check,20.05,1090.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5953,No,Female,0,No,No,6,Month-to-month,Yes,Mailed check,85.95,514.6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5954,No,Female,1,No,No,49,One year,No,Bank transfer (automatic),103.0,5166.2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
5955,No,Male,0,No,No,15,Month-to-month,No,Mailed check,19.75,311.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5956,No,Female,0,Yes,Yes,23,Two year,Yes,Mailed check,19.65,451.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5957,No,Female,0,No,No,54,Two year,No,Electronic check,80.6,4299.95,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5958,No,Female,0,Yes,No,71,Two year,No,Bank transfer (automatic),81.85,5924.4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5959,No,Male,0,No,No,34,Month-to-month,Yes,Electronic check,49.8,1734.2,Yes,No,DSL,No,Yes,No,No,No,No
5960,No,Female,0,Yes,Yes,42,Two year,No,Electronic check,22.95,1014.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5961,No,Male,0,Yes,Yes,8,Two year,No,Credit card (automatic),19.6,125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5962,No,Male,0,No,No,39,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,Yes,Yes,Fiber optic,No,No,No,No,No,No
5963,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5964,No,Male,0,No,No,2,Month-to-month,No,Mailed check,19.85,51.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5965,No,Female,1,No,No,50,One year,Yes,Electronic check,106.8,5347.95,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5966,No,Female,0,Yes,No,72,Two year,Yes,Credit card (automatic),97.7,6869.7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5967,Yes,Female,0,Yes,No,24,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,Yes,Yes,Fiber optic,No,No,No,No,No,No
5968,No,Male,0,No,No,11,Month-to-month,Yes,Electronic check,35.65,425.1,No,No phone service,DSL,No,Yes,No,Yes,No,No
5969,No,Female,0,No,No,7,Month-to-month,Yes,Electronic check,66.85,458.1,Yes,No,DSL,No,No,No,No,Yes,Yes
5970,No,Male,0,No,No,7,Month-to-month,Yes,Electronic check,94.1,701.3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5971,No,Female,0,Yes,Yes,59,Two year,No,Mailed check,20.6,1286,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5972,No,Male,0,Yes,Yes,66,Two year,Yes,Credit card (automatic),56.75,3708.4,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
5973,No,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),23.75,1679.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5974,No,Male,1,Yes,No,33,One year,Yes,Electronic check,93.55,3055.5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
5975,Yes,Female,1,Yes,No,66,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5976,No,Male,0,No,No,3,Month-to-month,No,Electronic check,30.4,82.15,No,No phone service,DSL,No,No,No,Yes,No,No
5977,Yes,Female,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5978,No,Male,1,Yes,No,69,Two year,No,Credit card (automatic),56.55,3952.65,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
5979,No,Female,0,Yes,Yes,24,Two year,No,Mailed check,19.7,452.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5980,No,Female,0,No,No,31,Two year,No,Credit card (automatic),20.9,689.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5981,No,Female,0,Yes,No,70,Two year,Yes,Credit card (automatic),94.8,6859.05,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5982,Yes,Male,0,No,No,46,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5983,No,Female,0,No,No,1,Month-to-month,Yes,Credit card (automatic),44.55,44.55,Yes,No,DSL,No,No,No,No,No,No
5984,No,Female,0,Yes,Yes,68,Two year,No,Credit card (automatic),60.3,4109,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5985,Yes,Female,0,No,No,28,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5986,Yes,Male,0,No,No,12,Month-to-month,No,Bank transfer (automatic),50.25,593.75,Yes,No,DSL,No,No,No,Yes,No,No
5987,Yes,Female,0,No,No,2,Month-to-month,No,Electronic check,80.75,159.45,Yes,No,Fiber optic,No,No,No,No,No,Yes
5988,No,Male,0,Yes,Yes,62,One year,No,Credit card (automatic),71.4,4487.3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
5989,Yes,Male,0,Yes,No,6,Month-to-month,Yes,Electronic check,75.5,438,Yes,Yes,Fiber optic,No,No,No,No,No,No
5990,No,Female,0,Yes,No,4,One year,No,Bank transfer (automatic),20.5,79.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5991,No,Female,0,No,No,53,Month-to-month,No,Electronic check,90.8,4921.2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5992,No,Female,1,No,No,32,Month-to-month,No,Electronic check,90.95,2897.95,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5993,No,Male,0,No,No,41,One year,Yes,Electronic check,51.35,2075.1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5994,No,Female,0,No,No,52,One year,No,Mailed check,20.65,1022.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995,No,Female,0,Yes,Yes,24,One year,No,Mailed check,19.9,533.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5996,No,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),93.25,6688.95,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5997,No,Female,0,Yes,Yes,14,Month-to-month,No,Credit card (automatic),80.45,1137.05,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
5998,Yes,Male,0,No,No,67,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5999,No,Female,0,Yes,No,21,One year,No,Mailed check,80.9,1714.95,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6000,No,Male,0,Yes,No,71,Two year,No,Electronic check,83.2,6126.1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6001,No,Male,0,Yes,Yes,25,Month-to-month,No,Electronic check,60.35,1404.65,Yes,Yes,DSL,No,No,No,No,Yes,No
6002,No,Male,0,No,No,1,Month-to-month,No,Mailed check,20.25,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6003,No,Female,0,No,No,23,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6004,No,Male,1,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6005,No,Male,0,Yes,Yes,12,Month-to-month,Yes,Electronic check,49.2,571.15,Yes,No,DSL,Yes,No,No,No,No,No
6006,Yes,Male,0,No,No,22,One year,Yes,Bank transfer (automatic),43.75,903.6,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
6007,No,Male,0,Yes,No,70,Two year,No,Credit card (automatic),77.3,5498.2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
6008,No,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),114.55,8306.05,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6009,No,Female,0,Yes,No,70,Two year,Yes,Bank transfer (automatic),26.0,2006.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6010,No,Male,0,No,No,16,Two year,No,Mailed check,54.85,916.15,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
6011,No,Female,0,Yes,No,22,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,Yes,No,Fiber optic,No,No,No,No,Yes,No
6012,No,Male,0,Yes,Yes,5,Month-to-month,Yes,Mailed check,90.35,434.5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes
6013,,Male,0,No,Yes,1,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6014,No,Female,0,Yes,Yes,69,One year,Yes,Bank transfer (automatic),108.75,7493.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6015,No,Female,0,Yes,Yes,42,Two year,No,Mailed check,20.0,833.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6016,No,Female,0,Yes,Yes,42,Two year,Yes,Electronic check,100.4,4303.65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
6017,No,Male,0,No,No,5,Month-to-month,Yes,Mailed check,55.75,266.95,Yes,No,DSL,Yes,No,No,Yes,No,No
6018,No,Female,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),86.4,6058.95,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
6019,No,Male,0,No,Yes,39,Two year,No,Mailed check,25.0,1004.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6020,No,Female,0,No,No,21,One year,Yes,Electronic check,60.25,1258.35,Yes,No,DSL,Yes,No,Yes,Yes,No,No
6021,No,Male,0,Yes,No,35,Month-to-month,No,Mailed check,61.0,2130.45,Yes,No,DSL,Yes,Yes,Yes,No,No,No
6022,No,Male,0,Yes,Yes,35,Two year,Yes,Credit card (automatic),69.15,2490.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
6023,No,Male,1,No,No,12,Month-to-month,Yes,Credit card (automatic),73.3,828.05,Yes,Yes,Fiber optic,No,No,No,No,No,No
6024,No,Female,0,No,No,27,Month-to-month,Yes,Mailed check,56.7,1652.95,Yes,No,DSL,Yes,Yes,No,No,No,No
6025,No,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),25.0,1738.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6026,No,Female,0,Yes,No,58,One year,Yes,Electronic check,45.35,2540.1,No,No phone service,DSL,Yes,Yes,No,No,Yes,No
6027,Yes,Male,1,No,No,10,Month-to-month,Yes,Electronic check,79.25,793.55,Yes,No,Fiber optic,No,No,No,No,No,Yes
6028,No,Male,0,Yes,No,64,One year,No,Bank transfer (automatic),89.45,5692.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
6029,No,Female,0,Yes,Yes,71,Two year,No,Bank transfer (automatic),20.5,1500.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6030,No,Female,0,No,No,10,Month-to-month,No,Electronic check,51.2,498.25,Yes,No,DSL,No,Yes,No,No,No,No
6031,Yes,Female,0,No,No,4,Month-to-month,Yes,Mailed check,45.3,196.95,Yes,No,DSL,No,No,No,No,No,No
6032,No,Male,0,No,No,71,One year,Yes,Credit card (automatic),79.05,5552.5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
6033,No,Female,0,Yes,Yes,66,Two year,Yes,Electronic check,59.75,3996.8,Yes,No,DSL,Yes,No,No,No,Yes,No
6034,No,Male,0,No,No,69,Two year,No,Credit card (automatic),19.95,1399.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6035,No,Male,0,No,No,43,Two year,No,Bank transfer (automatic),26.45,1110.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6036,No,Female,0,Yes,No,72,Two year,No,Credit card (automatic),24.85,1871.85,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6037,No,Female,0,No,No,61,One year,No,Bank transfer (automatic),19.45,1336.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6038,No,Male,0,No,No,7,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,Yes,No,DSL,No,No,No,No,No,No
6039,No,Male,0,Yes,No,70,Two year,Yes,Credit card (automatic),39.15,2692.75,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
6040,No,Female,1,No,No,5,Month-to-month,Yes,Electronic check,84.7,392.5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
6041,Yes,Female,1,No,No,16,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6042,No,Male,0,No,No,17,Month-to-month,No,Credit card (automatic),21.1,385.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6043,No,Male,0,Yes,Yes,51,One year,No,Mailed check,19.4,997.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6044,No,Female,1,No,No,5,Month-to-month,No,Credit card (automatic),59.9,287.85,Yes,No,DSL,Yes,Yes,No,Yes,No,No
6045,,Male,0,No,No,9,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
6046,,Male,0,Yes,Yes,6,Month-to-month,Yes,Electronic check,69.8,377.85,Yes,No,Fiber optic,No,No,No,No,No,No
6047,Yes,Female,0,Yes,No,14,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Yes,Yes,DSL,Yes,No,No,No,Yes,No
6048,Yes,Male,1,No,No,3,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,Yes,Fiber optic,No,No,No,No,No,No
6049,No,Female,0,Yes,Yes,64,One year,Yes,Bank transfer (automatic),53.85,3399.85,Yes,Yes,DSL,No,Yes,No,No,No,No
6050,No,Female,0,Yes,Yes,7,Month-to-month,No,Mailed check,34.65,246.6,No,No phone service,DSL,Yes,No,No,Yes,No,No
6051,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,25.2,25.2,No,No phone service,DSL,No,No,No,No,No,No
6052,No,Female,1,Yes,No,60,Two year,Yes,Bank transfer (automatic),116.05,6925.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6053,No,Male,0,No,No,1,Month-to-month,Yes,Mailed check,20.45,20.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6054,Yes,Male,1,No,No,2,Month-to-month,Yes,Mailed check,24.45,47.5,No,No phone service,DSL,No,No,No,No,No,No
6055,No,Female,0,No,No,20,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
6056,No,Male,0,Yes,No,72,Two year,Yes,Electronic check,115.55,8425.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6057,No,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),107.45,7658.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
6058,No,Male,0,No,No,4,Month-to-month,Yes,Electronic check,90.4,356.65,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
6059,No,Male,0,No,Yes,1,Month-to-month,Yes,Mailed check,21.05,21.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6060,Yes,Female,0,Yes,No,33,One year,Yes,Electronic check,103.75,3361.05,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6061,No,Male,0,Yes,No,56,One year,Yes,Electronic check,93.15,5253.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
6062,No,Male,0,No,No,9,Month-to-month,Yes,Electronic check,70.5,597.9,Yes,No,Fiber optic,No,No,No,No,No,No
6063,No,Male,0,No,No,12,One year,No,Electronic check,95.7,1184,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
6064,Yes,Male,1,No,No,51,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6065,No,Female,0,Yes,Yes,33,One year,No,Credit card (automatic),24.15,800.3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6066,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,No,DSL,No,No,Yes,No,No,No
6067,No,Female,0,Yes,No,70,Two year,No,Credit card (automatic),19.85,1328.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6068,No,Male,0,No,No,1,Month-to-month,No,Electronic check,47.95,47.95,Yes,No,DSL,Yes,No,No,No,No,No
6069,,Female,0,No,No,1,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,Yes,DSL,No,No,No,No,No,No
6070,Yes,Female,1,Yes,No,32,Month-to-month,Yes,Electronic check,93.2,2931,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6071,No,Female,0,No,No,39,One year,No,Bank transfer (automatic),41.15,1700.9,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
